s,p,o,type_s,type_o,scicheck_score,num_connections_train_subject,num_connections_train_object,freq_abstracts_subject,freq_abstracts_object,harmomic_mean_frequences,freq_abstracts_s&o,max_cos_sim,graph_emb_similarity,word_emb_similarity,label
sentiment_analysis,usesMethod,machine_learning_machine_learning_model,Task,Method,0.9579446315765381,362,88,11049,0,0.0,0,0.9531848235171699,0.54969394,0.2855977416038513,1
neural_network,usesMaterial,robotic_hand,Method,Material,0.7047149538993835,4935,125,256590,1047,2085.4902828398094,620,1.0000000000000002,0.2225953,0.23617693781852722,1
graphics_processing_unit,usesMethod,acquisition_device,Method,Method,0.8256149888038635,1534,835,106,17470,210.7214383249886,0,0.8021965757533349,0.040733274,0.2578042149543762,1
face_detection,usesMaterial,satellite_photo_image,Task,Material,0.7043696045875549,282,20,6549,1,1.9996946564885496,0,0.8405326240230399,0.24660759,0.22052320837974548,0
action_recognition,usesMaterial,vocabulary,Task,Material,0.9902102947235107,125,92,6117,15333,8745.17118881119,39,0.788264106969056,0.108063504,0.23419338464736938,0
data_compression,usesMethod,information_system,Task,Method,0.5164661407470703,596,481,6209,38843,10706.569608452455,30,0.8783379175397475,0.059242237,0.34817245602607727,1
artificial_intelligence,usesMaterial,internet,Method,Material,0.9997838735580444,419,1283,45260,207126,74287.1851845982,22920,0.7433078301417173,0.19307475,0.4262399971485138,1
transmission_assembly,usesMethod,neural_network,Method,Method,0.8938178420066833,114,4935,3681,256590,7257.879594730108,0,0.7241682918537948,-0.10669968,0.11149349808692932,0
image_analysis,usesMethod,k_k_mean,Task,Method,0.9695430994033813,223,125,16489,12,23.982546512332586,0,0.8842587420924896,0.1987429,0.15500210225582123,1
generative_model,usesMethod,evolutionary_algorithm,Method,Method,0.9772418737411499,99,634,8700,14296,10817.116020177422,14,0.7895077833810614,0.33339104,0.2906242609024048,1
action_recognition,usesTask,computer_vision_related_application,Task,Task,0.9314385652542114,125,124,6117,0,0.0,0,0.8642664258278293,0.71485645,0.42397773265838623,0
autonomous_vehicle,usesTask,stochastic_linear_optimization_problem,Task,Task,0.5551947355270386,72,9,12184,4,7.997374466688546,0,0.8268876040037245,0.12376689,0.23277400434017181,0
decision_support_system,usesMaterial,patient_data,Method,Material,0.9954895377159119,309,38,9004,3758,5302.778874784516,490,0.9632298990020955,0.21369264,0.22425000369548798,1
evolutionary_algorithm,usesMaterial,frequency_domain,Method,Material,0.8544217944145203,634,133,14296,19636,16545.81256630909,0,0.8115078544508997,0.047796994,0.02168750762939453,0
neural_network,usesMaterial,digital_information_data,Method,Material,0.5305021405220032,4935,28,256590,6,11.999719403264276,0,0.8671613775203304,-0.048251007,0.2236040234565735,1
sensor,usesMethod,segmentationing_method,Method,Method,0.9530748128890991,9208,444,509693,1,1.9999960760770188,0,0.8401454731440874,0.15903912,0.237321674823761,1
multiagent_system,usesTask,obstacle_avoidance,Method,Task,0.9925591945648193,367,141,2755,6410,3853.693398799782,2,1.0000000000000002,0.26859826,0.13785450160503387,1
wearable_technology,usesMethod,microphone_array,Method,Method,0.924507737159729,341,127,1241,3157,1781.644838562983,0,0.8201327579852876,0.19673444,0.14819683134555817,1
multiagent_system,usesMaterial,integrated_data,Method,Material,0.9024143815040588,367,1172,2755,539,901.6059502125075,0,0.7605969636932145,-0.023213841,0.2551392614841461,0
pattern_recognition,usesMaterial,gait,Task,Material,0.7930543422698975,411,30,15873,11002,12996.074120930232,61,0.8587409438312331,0.15859602,0.1848491132259369,1
deep_learning,usesTask,bearing_fault_diagnosis,Method,Task,0.6617162823677063,840,24,85872,694,1376.8723979391448,200,0.9999999999999998,0.42917383,0.128960520029068,0
sentiment_analysis,usesMethod,clustering_methodology,Task,Method,0.9955765008926392,362,125,11049,96,190.34616419919246,0,0.9798309820385415,0.32892933,0.2579118311405182,1
pattern_recognition,usesMethod,semantic_distance,Task,Method,0.6885896921157837,411,155,15873,522,1010.76010978957,0,0.8366200195936718,0.34450698,0.37232014536857605,1
sentiment_analysis,usesMaterial,anannotated_data_set,Task,Material,0.9873332977294922,362,9,11049,1,1.999819004524887,0,0.8054660451298381,0.20613495,0.25818175077438354,1
wireless_communication_device,usesMethod,game_theory,Method,Method,0.600421130657196,213,233,6294,6944,6603.042151382384,0,0.9127475123416312,0.21243845,0.04148049280047417,0
face_detection,usesMethod,singular_value_decomposition,Task,Method,0.9860519170761108,282,144,6549,5506,5982.3797594359185,0,0.9152075532039342,0.24991964,0.18705061078071594,1
tracking_system,usesMaterial,color_image,Method,Material,0.9969236254692078,306,451,3631,10216,5357.737560482415,4,0.8802660243610098,0.1813403,0.1998666226863861,1
acquisition_device,usesTask,remote_monitoring,Method,Task,0.9991455078125,835,602,17470,14627,15922.590273234258,1480,1.0,0.62905246,0.3659308850765228,1
sensor,usesTask,activity_recognition,Method,Task,0.7086735367774963,9208,195,509693,6041,11940.478669236467,32480,1.0,0.43024367,0.37352001667022705,0
autonomous_vehicle,usesMethod,power_control,Task,Method,0.5935367941856384,72,568,12184,19462,14986.096694684953,0,0.7958756600130978,0.071154244,0.19107463955879211,1
evolutionary_algorithm,usesTask,military,Method,Task,0.8872244358062744,634,21,14296,14764,14526.231520991052,0,0.7346183858399318,0.0943618,0.07736726105213165,0
evolutionary_algorithm,usesMaterial,mobile_device,Method,Material,0.9839721322059631,634,1832,14296,61445,23195.302940283334,0,0.7890579152646159,-0.06353201,0.10347045212984085,0
mobile_platform,usesTask,image_analysis,Method,Task,0.8089776039123535,103,223,5941,16489,8734.832724030317,0,0.8689412542794176,0.18133242,0.1548568159341812,1
wearable_technology,usesMaterial,digital_image,Method,Material,0.9111207127571106,341,373,1241,17151,2314.5270769899957,0,0.781353164131137,0.14677298,0.2995959222316742,1
tracking_system,usesMethod,dry_battery,Method,Method,0.9887245297431946,306,1500,3631,534,931.0703481392557,0,0.8460071529325991,0.33717185,0.035335879772901535,0
deep_learning,usesTask,automatic_image_annotation,Method,Task,0.804600179195404,840,22,85872,444,883.4322257750591,55,0.8769500680071164,0.50730276,0.3539402186870575,1
tracking_system,usesMaterial,document_image,Method,Material,0.6571587324142456,306,118,3631,3163,3380.8810715337063,0,0.8038095577573952,0.1140257,0.14154401421546936,0
graphics_processing_unit,usesTask,reconstruction,Method,Task,0.9914312958717346,1534,1382,106,69675,211.67796391567904,51,0.9057469160354391,0.3889643,0.10447745025157928,0
machine_learning,usesTask,network_attack,Method,Task,0.7033465504646301,2675,41,87634,2964,5734.059824720192,1197,0.8755421220613132,0.3476467,0.27731025218963623,1
decision_support_system,usesMaterial,python,Method,Material,0.9981788992881775,309,92,9004,12649,10519.705906802752,0,0.7565789449870723,0.16547005,0.2533183991909027,1
data_compression,usesMethod,cam,Task,Method,0.7979946732521057,596,599,6209,17185,9122.139437462598,8,0.8605320415482585,-0.018518357,0.17661090195178986,1
machine_learning_method,usesMethod,decision_support_system,Method,Method,0.9964368343353271,216,309,2171,9004,3498.4669351230427,12,0.9776769678867436,0.47488964,0.3469197154045105,0
tracking_system,usesMethod,fuzzy_logic_controller,Method,Method,0.9972033500671387,306,137,3631,2751,3130.329363835788,2,0.8666935605951158,0.20171791,0.23833538591861725,0
autonomous_vehicle,usesMaterial,radio,Task,Material,0.9949359893798828,72,2975,12184,137357,22382.593241987146,92,0.8530823177023189,-0.011869023,0.1947745680809021,1
machine_learning,usesMethod,efficient_algorithm,Method,Method,0.9187551140785217,2675,177,87634,13197,22939.490791522447,1680,0.8306111276521071,0.3737387,0.40371954441070557,1
data_compression,usesTask,iris_recognition,Task,Task,0.9668357968330383,596,167,6209,2320,3377.859069058506,0,0.8083273275186514,0.35946423,0.12263122946023941,1
autonomous_vehicle,usesMethod,topology,Task,Method,0.7790995240211487,72,1487,12184,76409,21016.722675606426,78,0.8079634776541149,0.039740756,0.16015233099460602,1
image_analysis,usesMaterial,grayscale_of_image,Task,Material,0.9619619846343994,223,12,16489,2,3.9995148869080106,0,0.8241125826365252,0.19148536,0.49285125732421875,1
machine_learning,usesTask,gender_classification,Method,Task,0.7258589267730713,2675,20,87634,735,1457.7734273331146,140,0.8625788162936655,0.41581187,0.43419939279556274,0
image_analysis,usesTask,automatic_identification,Task,Task,0.8620246052742004,223,51,16489,6730,9558.634738791507,24,0.8556871391447907,0.53678304,0.4630071818828583,0
pattern_recognition,usesMethod,multiple_regression,Task,Method,0.9989173412322998,411,104,15873,1728,3116.7029146071245,0,0.806915322892885,0.4902058,0.1466202288866043,1
image_analysis,usesMaterial,ct_image,Task,Material,0.9923691749572754,223,50,16489,7284,10104.393723972575,172,0.865671113920818,0.18938522,0.4153822362422943,1
machine_learning,usesMaterial,missing_data,Method,Material,0.6806688904762268,2675,19,87634,114,227.70378812052695,35,0.790385269443379,0.24870273,0.20193444192409515,0
game_theory,usesMaterial,encrypted_data,Method,Material,0.7687785625457764,233,252,6944,1928,3018.0414788097387,0,0.7161755447238233,0.07659395,0.032795485109090805,0
access_control,usesTask,image_analysis,Task,Task,0.6084190607070923,1069,223,34132,16489,22235.93164892041,26,0.8126845695252902,0.27994514,0.1675507128238678,1
image_analysis,usesTask,radar,Task,Task,0.9906361103057861,223,1425,16489,49174,24696.71157272741,0,0.8875537555521194,0.43167242,0.16276782751083374,1
wearable_technology,usesMaterial,medical_image,Method,Material,0.7732969522476196,341,286,1241,20976,2343.3601296304632,0,0.8413014020740102,0.051619563,0.26079076528549194,0
sensor,usesMaterial,image_sequence,Method,Material,0.8432424068450928,9208,64,509693,7017,13843.41615606433,1608,0.8311261322476564,0.021804865,0.2293439656496048,1
pattern_recognition,usesMethod,steganography,Task,Method,0.5349934697151184,411,270,15873,5505,8174.840022452989,0,0.8128667833225875,0.26252612,0.37715065479278564,1
human_computer_interaction,usesTask,pattern_recognition,Task,Task,0.9998469352722168,144,411,3447,15873,5663.999068322982,0,0.878035742115827,0.53358936,0.4116392433643341,1
navigation_system,usesTask,autonomous_vehicle,Method,Task,0.9896299242973328,350,72,15603,12184,13683.15773563177,565,1.0000000000000002,0.50584054,0.4497254490852356,0
artificial_intelligence,usesTask,intelligent_fault_diagnosis,Method,Task,0.6714183688163757,419,7,45260,668,1316.5685420658422,0,0.8909561012558747,0.35601944,0.4419299066066742,0
tracking_system,usesMethod,clustering_algorithm,Method,Method,0.9519436359405518,306,1878,3631,10239,5360.895313626532,4,0.9344954717735969,0.13179776,0.2522599399089813,1
computational_complexity,usesTask,image_analysis,Metric,Task,0.8921545147895813,761,223,33070,16489,22005.73982525878,136,0.8905449161182637,0.2384205,0.23970595002174377,0
image_analysis,usesMaterial,ecg_signal,Task,Material,0.5683135986328125,223,79,16489,4980,7649.654851180772,0,0.8130261275214296,0.06847435,0.10800712555646896,1
web_browsing,usesMethod,multiagent_system,Task,Method,0.6014689207077026,197,367,963,2755,1427.1463152232384,0,0.7301413086768203,0.0049096714,0.17944343388080597,1
variable_selection,usesTask,sentiment_analysis,Task,Task,0.9796783924102783,644,362,2267,11049,3762.103184139381,0,0.9771977718110728,0.61895066,0.19871415197849274,1
machine_learning,usesMethod,vision_system,Method,Method,0.5695841312408447,2675,100,87634,7604,13993.76164976165,624,0.9034096822568857,0.28860527,0.32088974118232727,1
data_compression,usesMethod,gaussian_mixture_model,Task,Method,0.6348757147789001,596,190,6209,6976,6570.190974592339,2,0.7566359327982385,0.1499012,0.2073955237865448,1
image_analysis,usesMethod,k-nearest_neighbor,Task,Method,0.9963260293006897,223,210,16489,8740,11424.460739625034,94,0.866216065764991,0.33201817,0.2871302366256714,1
image_analysis,usesMethod,pre_processing_procedure,Task,Method,0.9999998807907104,223,122,16489,3,5.998908561726898,0,0.8701558688139474,0.5746058,0.20672082901000977,1
machine_learning,usesMaterial,sensitive_information_data,Method,Material,0.8808771371841431,2675,161,87634,10,19.997718041166536,10,0.7961266815369472,0.15094054,0.28713884949684143,1
deep_learning,usesMaterial,distorted_image,Method,Material,0.8184859156608582,840,11,85872,884,1749.9849693392964,34,0.7108669680108266,0.17464551,0.15775656700134277,1
action_recognition,usesMethod,convolution_neural_network_system,Task,Method,0.9096946120262146,125,18,6117,7,13.983997387328543,0,0.9235427622566837,0.49115452,0.3002878725528717,0
neural_network,usesTask,ranging,Method,Task,0.5533322095870972,4935,216,256590,5690,11133.118041787402,1375,0.8979728739216273,0.19813219,0.20800665020942688,0
validation,usesMethod,deep_learning,Task,Method,0.9885960221290588,642,840,69530,85872,76841.74154772783,16270,0.8323858115874525,0.4600554,0.23701360821723938,0
evolutionary_algorithm,usesMaterial,high_quality_solution,Method,Material,0.9789314866065979,634,19,14296,732,1392.6899121639606,120,0.8573503625807692,0.39674735,0.09305825084447861,1
multiagent_system,usesMaterial,capital,Method,Material,0.6713027954101562,367,11,2755,8157,4118.866385630498,0,0.7181700331556538,0.18198776,0.03600811958312988,0
decision_support_system,usesTask,biomedical_science_research,Method,Task,0.5033935308456421,309,7,9004,7,13.989124403506825,0,0.7854246910437135,0.35130656,0.19655336439609528,0
multiagent_system,usesMethod,dynamic_programming,Method,Method,0.9236388206481934,367,124,2755,9521,4273.43678722711,0,0.8669781089189058,0.30423284,0.3443562686443329,0
sensor,usesMethod,warning_device,Method,Method,0.9063628315925598,9208,131,509693,5718,11309.128342235614,5904,0.9075998740800076,0.5053735,0.3960498869419098,0
location_information,usesMethod,decision_support_system,Task,Method,0.8009577393531799,920,309,19806,9004,12379.953071850052,0,0.8694159228490502,0.13231435,0.22140875458717346,1
pattern_recognition,usesMethod,navigation_system,Task,Method,0.796371579170227,411,350,15873,15603,15736.841974837971,0,0.7183873080244484,0.2068213,0.2779606878757477,1
machine_learning,usesMaterial,multimedia_content,Method,Material,0.6486064791679382,2675,203,87634,5293,9983.035328806482,328,0.7915483591259049,0.079610564,0.2592027485370636,1
game_theory,usesMaterial,renewable_energy,Method,Material,0.5947018265724182,233,67,6944,18972,10166.813397129186,51,0.6842952686468455,0.0642936,0.09249420464038849,0
viewpoint,usesTask,face_detection,Method,Task,0.8820683360099792,170,282,19309,6549,9780.69773377678,10,0.8800609831146392,0.3273196,0.2611367702484131,0
wsn,usesMethod,evolutionary_algorithm,Method,Method,0.749189555644989,565,634,17677,14296,15807.73727832859,54,0.8810130967629162,0.23128887,0.16467593610286713,1
data_compression,usesMaterial,hand_motion,Task,Material,0.5402887463569641,596,6,6209,1317,2173.0674993356365,0,0.72126209609884,-0.046793897,0.09276638925075531,1
autonomous_vehicle,usesMaterial,document_image,Task,Material,0.9978209137916565,72,118,12184,3163,5022.218283703655,0,0.7515287442241472,0.048607856,0.1976558417081833,0
artificial_intelligence,usesMaterial,data_source_data,Method,Material,0.7549567222595215,419,56,45260,79,157.72469617768368,0,0.7483746079442644,0.072218776,0.23383142054080963,0
pattern_recognition,usesMaterial,eeg_communication_signal,Task,Material,0.9655027985572815,411,142,15873,1,1.9998740078115156,0,0.8884827356323057,0.22643758,0.21747465431690216,0
graphics_processing_unit,usesMaterial,reference_image,Method,Material,0.8520582318305969,1534,146,106,7478,209.03691983122363,0,0.9353883514626798,0.13798125,0.27745264768600464,1
multiagent_system,usesTask,search_task,Method,Task,0.948591947555542,367,20,2755,2231,2465.4653028479743,0,0.8447792257488214,0.25062475,0.13513486087322235,0
computational_complexity,usesMethod,game_theory,Metric,Method,0.9654207825660706,761,233,33070,6944,11477.886739641126,60,0.8948303730447289,0.20725867,0.3469030559062958,1
neural_network,usesTask,activation,Method,Task,0.5178800821304321,4935,2,256590,30259,54134.104075663505,58498,1.0,0.36610377,0.32281503081321716,1
autonomous_vehicle,usesMethod,map-reduce,Task,Method,0.7850838303565979,72,279,12184,831,1555.8822896657703,0,0.7349340659984296,-0.03445621,0.2140430361032486,1
decision_support_system,usesTask,information_extraction,Method,Task,0.8385260701179504,309,180,9004,9248,9124.369055445979,0,0.8808671712036537,0.35234454,0.2742563784122467,1
face_detection,usesMethod,control_method,Task,Method,0.9719653129577637,282,1158,6549,157630,12575.528782609224,0,0.9195981114561282,0.121792465,0.22343921661376953,1
autonomous_vehicle,usesMethod,disturbance_observer,Task,Method,0.998991072177887,72,106,12184,2488,4132.196292257361,0,0.9065322168756234,0.22082967,0.21520276367664337,1
fuzzy_logic,usesMethod,decision_support_system,Method,Method,0.9999819993972778,373,309,16816,9004,11728.215646785438,972,0.979917499226662,0.5116109,0.35512644052505493,1
image_analysis,usesMethod,computer_program,Task,Method,0.9958810806274414,223,287,16489,40619,23456.14243188345,0,0.9161377636622512,0.28291115,0.2633920907974243,1
image_analysis,usesMaterial,video_camera,Task,Material,0.9871957898139954,223,51,16489,6248,9062.169327527818,90,0.9246961665141255,0.19458969,0.29029691219329834,1
graphics_processing_unit,usesMaterial,point_cloud,Method,Material,0.9454180002212524,1534,230,106,19064,210.82775169535734,0,0.7923756600885891,0.03350913,0.23787057399749756,1
spectrum_sharing,usesMethod,artificial_intelligence,Task,Method,0.8276300430297852,276,419,1475,45260,2856.895260511394,9,0.7433888217348098,0.19857596,0.10158269852399826,0
block_chain_chain,usesMethod,graphics_processing_unit,OtherEntity,Method,0.7744343876838684,1,1534,4,106,7.709090909090909,0,0.6689495082687504,-0.030716864,0.0716901570558548,0
action_recognition,usesMethod,principle_component_analysis,Task,Method,0.9948847889900208,125,502,6117,1617,2557.8456167571762,0,0.8138272114731956,0.41184822,0.3173978626728058,1
wearable_technology,usesTask,image_enhancement,Method,Task,0.9967413544654846,341,3636,1241,5780,2043.2929782082324,0,0.8432067205722282,0.28723314,0.19878114759922028,0
decision_support_system,usesMaterial,user_behavior,Method,Material,0.8920223712921143,309,34,9004,9665,9322.798221650864,0,0.7990489206218856,0.18588564,0.3080192804336548,1
multiagent_system,usesMaterial,uncertainty_environment,Method,Material,0.9877623915672302,367,7,2755,79,153.5956245589273,0,0.9269761885294919,0.38577592,0.17851927876472473,0
gearbox_d,usesMethod,acquisition_device,OtherEntity,Method,0.7865476608276367,214,835,5,17470,9.997138769670958,0,0.8318665764923993,0.18037353,0.2463078498840332,0
image_analysis,usesMethod,semantics,Task,Method,0.9971681237220764,223,1171,16489,35763,22571.235818724643,64,0.8095339170544956,0.19717015,0.12314386665821075,1
deep_learning,usesMaterial,hyperspectral_data,Method,Material,0.8655163049697876,840,14,85872,2309,4497.078690420839,530,0.8406094108069263,0.31997567,0.24279360473155975,1
autonomous_vehicle,usesMethod,sensor_node,Task,Method,0.8544846177101135,72,1478,12184,23958,16153.188644789994,10,0.8745831835806875,0.12581773,0.23855051398277283,0
machine_learning,usesMethod,numerical_model,Method,Method,0.9839555621147156,2675,405,87634,4573,8692.404741505525,315,0.8605427408048729,0.30208176,0.2915579080581665,1
sensor,usesTask,pattern_recognition,Method,Task,0.7312034964561462,9208,411,509693,15873,30787.216026150854,9636,0.9158316020670139,0.23900695,0.3479229807853699,1
support_vector,usesTask,face_detection,Method,Task,0.9798162579536438,603,282,54230,6549,11686.67697724543,148,0.8866046951173623,0.47819504,0.3727343678474426,0
evolutionary_algorithm,usesMaterial,portable_device,Method,Material,0.9782472848892212,634,4403,14296,5628,8076.479421802851,0,0.7800679674612014,-0.16902351,-0.002405521459877491,1
wireless_sensor_network,usesMethod,wearable_technology,Method,Method,0.9505378603935242,4160,341,49960,1241,2421.8417609031076,36,0.8887696798203805,0.32596326,0.31930243968963623,0
sentiment_analysis,usesMethod,search_engine,Task,Method,0.9867363572120667,362,512,11049,16797,13329.745959922431,0,0.8365293154463328,0.42146784,0.3106933534145355,0
artificial_intelligence,usesMaterial,engineer,Method,Material,0.607113242149353,419,69,45260,27721,34382.98899713624,1440,0.7334589941637242,0.28624585,0.39434608817100525,0
acquisition_device,usesTask,feature_recognition,Method,Task,0.7861689925193787,835,7,17470,1641,3000.1852336350794,0,0.8145156463083569,0.21723658,0.24415181577205658,1
game_theory,usesTask,solution,Method,Task,0.9999895691871643,233,3980,6944,443706,13674.001837346055,9200,1.0,0.42622846,0.21603910624980927,1
image_acquisition_device,usesTask,face_detection,Method,Task,0.9534853100776672,105,282,5050,6549,5702.638158461937,8,0.8720409837659066,0.38349977,0.3517129421234131,1
neural_network,usesMethod,decoder_based_technique,Method,Method,0.8245458602905273,4935,478,256590,0,0.0,0,0.9703908977076836,0.19648881,0.25213319063186646,1
data_compression,usesMaterial,image_sequence,Task,Material,0.9718517661094666,596,64,6209,7017,6588.318917284138,15,0.8672006537671461,0.20716897,0.28658732771873474,1
pattern_recognition,usesTask,pattern_recognition_related_task,Task,Task,0.8258538246154785,411,13,15873,0,0.0,0,0.8831415972920323,0.6380836,0.8224287629127502,1
image_analysis,usesMethod,unmanned_aircraft_system,Task,Method,0.9833561182022095,223,772,16489,683,1311.6686466340554,12,0.8791805656754627,0.12754297,0.09738701581954956,0
pattern_recognition,usesMaterial,electricity,Task,Material,0.8183898329734802,411,972,15873,74134,26147.499238948083,60,0.7661881136360742,0.034996558,0.1323547512292862,0
face_detection,usesMethod,ensemble_learning,Task,Method,0.9965896606445312,282,117,6549,3295,4384.184274685087,0,0.8449973759180156,0.37232405,0.2580770254135132,1
deep_learning,usesMaterial,human_pose,Method,Material,0.8921299576759338,840,8,85872,2352,4578.594124047878,1500,0.7374772820458185,0.29769906,0.16638503968715668,1
action_recognition,usesTask,computer_vision_and_other_field,Task,Task,0.983988881111145,125,14,6117,10,19.96735759751918,0,0.8638723959935335,0.5365324,0.39989861845970154,0
machine_learning,usesMethod,mobile_robot,Method,Method,0.9536177515983582,2675,561,87634,17649,29380.858562161033,592,0.9710476294926316,0.23231877,0.236822709441185,1
artificial_intelligence,usesTask,knowledge_acquisition,Method,Task,0.9156665802001953,419,33,45260,2524,4781.359450862214,78,0.8759410331790021,0.4546558,0.4540293216705322,1
decision_support_system,usesMaterial,big_data,Method,Material,0.9999646544456482,309,635,9004,54549,15456.680125249792,1246,1.0000000000000002,0.34409168,0.31257638335227966,1
artificial_intelligence,usesTask,student_learning,Method,Task,0.8224707841873169,419,65,45260,1896,3639.5351598948173,42,0.8242133952084666,0.34750065,0.39219194650650024,0
neural_network,usesMaterial,vocabulary,Method,Material,0.8010645508766174,4935,92,256590,15333,28936.827484251055,8376,0.8980664118693812,0.16606237,0.22480462491512299,1
tracking_system,usesTask,motion_analysis,Method,Task,0.9734050631523132,306,18,3631,2041,2613.142101551481,10,0.8763390440385044,0.3636045,0.41828709840774536,1
sentiment_analysis,usesTask,activation,Task,Task,0.6276277303695679,362,2,11049,30259,16187.261111649075,0,0.8552430103415757,0.35549167,0.14085611701011658,0
sentiment_analysis,usesTask,solution,Task,Task,0.9944538474082947,362,3980,11049,443706,21561.093749381536,1095,0.9999999999999999,0.3065255,0.18724709749221802,0
sensor,usesTask,smart_home,Method,Task,0.9352601766586304,9208,101,509693,12683,24750.127567116408,23881,0.9182708758809615,0.38318855,0.4098125100135803,0
image_analysis,usesMethod,rough_set_theory,Task,Method,0.9185128808021545,223,136,16489,2035,3622.8800475059384,0,0.9106141601015652,0.28585353,0.2919255197048187,1
image_analysis,usesTask,parallel_computation,Task,Task,0.9336375594139099,223,1131,16489,3062,5164.883433072477,0,0.878979199771768,0.37326756,0.26973986625671387,1
acquisition_device,usesMaterial,operation_data,Method,Material,0.7510948777198792,835,22,17470,6172,9121.465189070299,114,0.8710756268524267,0.27183345,0.34494465589523315,0
wearable_technology,usesMethod,sensor_module_1,Method,Method,0.985874593257904,341,445,1241,32,62.39120188531029,0,0.9447982576443799,0.47332135,0.2191096395254135,0
wearable_technology,usesTask,verification,Method,Task,0.9266929626464844,341,2243,1241,103108,2452.482112909563,20,0.8985674608732945,0.29082054,0.1396215558052063,1
unsupervised_learning,usesMethod,decision_support_system,Method,Method,0.9322541952133179,152,309,6737,9004,7707.254685216949,0,0.7609496418581551,0.4350138,0.12707430124282837,0
support_vector,usesMethod,acquisition_device,Method,Method,0.8555033206939697,603,835,54230,17470,26426.725244072524,0,0.7292329047758946,0.20842242,0.14695827662944794,0
mathematical_analysis,usesTask,data_compression,Method,Task,0.6743884682655334,722,596,3342,6209,4345.194848706941,0,0.83704057400835,0.1157085,0.25109580159187317,1
neural_network,usesMaterial,hyper-spectral_image,Method,Material,0.8782678842544556,4935,81,256590,187,373.7276313688531,170,1.0000000000000002,0.17457594,0.22416064143180847,1
deep_learning,usesMaterial,art,Method,Material,0.5869389772415161,840,27,85872,213566,122491.7315237211,6150,0.8152630404900996,0.06587265,0.2732298970222473,1
autonomous_vehicle,usesMaterial,noises_signal,Task,Material,0.881007969379425,72,38,12184,1,1.9998358637669265,0,0.6550678656995528,-0.06094651,0.1840277910232544,0
object_tracking,usesTask,action_recognition,Task,Task,0.9885361194610596,191,125,4499,6117,5184.699133383572,34,0.901500010857256,0.6026563,0.4881036877632141,1
sentiment_analysis,usesMethod,clustering_algorithm,Task,Method,0.9811643958091736,362,1878,11049,10239,10628.589909808343,32,0.9664105753074603,0.36441898,0.30575016140937805,1
action_recognition,usesMaterial,natural_photograph,Task,Material,0.5888858437538147,125,28,6117,22,43.84231959602541,0,0.8857862868298582,0.2258744,0.3009820282459259,1
pattern_recognition,usesTask,pre_processing_step,Task,Task,0.8689519762992859,411,49,15873,8,15.991940054152762,0,0.8569673565613937,0.65831643,0.26079705357551575,1
action_recognition,usesMaterial,dialogue,Task,Material,0.5009725689888,125,70,6117,11215,7916.242210939303,0,0.7695726073840341,0.02315623,0.31145134568214417,0
wearable_technology,usesMaterial,authentication_data,Method,Material,0.752830445766449,341,35,1241,1460,1341.6216216216217,0,0.8431000947681959,0.17700706,0.15199288725852966,1
evolutionary_algorithm,usesMaterial,smart_phone,Method,Material,0.8608478903770447,634,763,14296,13598,13938.266867426686,0,0.7645921192081906,-0.1727664,0.1182781308889389,0
multiagent_system,usesTask,power_management,Method,Task,0.9966191053390503,367,37,2755,12277,4500.151011176157,0,0.8104318408378076,0.14205992,0.28196242451667786,0
sensor,usesMaterial,high_resolution_image,Method,Material,0.7888600826263428,9208,52,509693,2441,4858.730773586601,604,0.9593627225089523,0.02152203,0.1890481561422348,1
deep_learning,usesTask,visual_object_tracking,Method,Task,0.5171666741371155,840,7,85872,317,631.668171112323,64,0.7873690764499314,0.36266422,0.3117072582244873,1
artificial_intelligence,usesMaterial,user_behavior,Method,Material,0.7005079984664917,419,34,45260,9665,15928.553482020938,68,0.7389851790357997,0.16497377,0.2974301278591156,1
tracking_system,usesMaterial,hand_motion,Method,Material,0.9826954007148743,306,6,3631,1317,1932.9130962004851,7,0.7999896709248699,0.08558407,0.2531181573867798,1
sentiment_analysis,usesMethod,control_system,Task,Method,0.9419071078300476,362,6482,11049,189133,20878.305911620424,0,0.7797682525169305,-0.16307598,0.1442248523235321,0
pattern_recognition,usesMethod,power_system_a,Task,Method,0.7821111083030701,411,704,15873,6736,9458.227077712416,0,0.724430704014694,0.051627565,0.16124048829078674,0
wearable_technology,usesMaterial,color_image,Method,Material,0.9401659965515137,341,451,1241,10216,2213.1545779872567,0,0.7945259470486904,0.11358283,0.14142155647277832,1
action_recognition,usesTask,medical_image_analysis,Task,Task,0.8831270933151245,125,26,6117,2050,3070.858332312967,0,0.8147480572405186,0.49690503,0.317092627286911,1
neural_network,usesMaterial,computational_resource,Method,Material,0.8310251832008362,4935,49,256590,8437,16336.824776343543,4459,1.0000000000000002,0.1461315,0.29425716400146484,1
sentiment_analysis,usesMaterial,blog,Task,Material,0.9821268916130066,362,50,11049,5975,7755.847626879699,2220,0.8920720907050916,0.2304689,0.3513837158679962,1
multiagent_system,usesTask,clinical_decision_support_system,Method,Task,0.9483911991119385,367,39,2755,1093,1565.0805613305613,0,0.8440913804447089,0.22559959,0.22302456200122833,0
neural_network,usesTask,variable_selection,Method,Task,0.8917174339294434,4935,644,256590,2267,4494.292447181262,1768,1.0000000000000002,0.5076619,0.28599366545677185,1
